"pair.no" "ind1.id" "ind2.id" "group" "trioml" "wang" "lynchli" "lynchrd" "ritland" "quellergt" "dyadml"
"824" 824 "473" "464" "4746" 0 -0.0329 -0.0473 -0.0018 -0.0097 -0.027 0
"825" 825 "473" "472" "4747" 0 -0.0412 -0.0585 -0.0034 -0.016 -0.0357 0
"826" 826 "473" "1091" "4710" 0 -0.0311 -0.0319 -0.0065 -0.0163 -0.0102 0
"827" 827 "473" "448" "4744" 0 -0.0485 -0.0526 -0.0022 0.0042 -0.0326 0
"828" 828 "473" "461" "4746" 0 -0.0222 -0.0346 0.0177 0.0281 -0.0108 0
"829" 829 "1089" "466" "1046" 0 -0.009 -0.0117 0.0038 0.0036 0.0048 0
"830" 830 "1089" "1088" "1010" 0 -0.0246 -0.0239 -0.0224 -0.0268 -0.0113 0
"831" 831 "1089" "1085" "1010" 0 -0.0227 -0.0298 0.4491 0.5595 -0.0156 0
"832" 832 "1089" "1088" "1010" 0 -0.0246 -0.0239 -0.0224 -0.0268 -0.0113 0
"833" 833 "1089" "465" "1046" 0 -0.0471 -0.0489 0.4146 0.5841 -0.0092 0
"834" 834 "1089" "1085" "1010" 0 -0.0227 -0.0298 0.4491 0.5595 -0.0156 0
"835" 835 "1089" "477" "1047" 0 -0.0501 -0.0346 -0.0323 -0.0557 -0.0544 0
"836" 836 "1089" "1093" "1010" 0 -0.0512 -0.0473 -0.0799 -0.0767 -0.0679 0
"837" 837 "1089" "457" "1045" 0 -0.0466 -0.0409 -0.0319 -0.063 -0.054 0
"838" 838 "1089" "1093" "1010" 0 -0.0512 -0.0473 -0.0799 -0.0767 -0.0679 0
"839" 839 "1089" "1084" "1010" 0 0.0039 0.009 -0.0255 -0.0206 -0.0044 0
"840" 840 "1089" "1093" "1010" 0 -0.0512 -0.0473 -0.0799 -0.0767 -0.0679 0
"841" 841 "1089" "477" "1047" 0 -0.0501 -0.0346 -0.0323 -0.0557 -0.0544 0
"842" 842 "1089" "1084" "1010" 0 0.0039 0.009 -0.0255 -0.0206 -0.0044 0
"843" 843 "1089" "457" "1045" 0 -0.0466 -0.0409 -0.0319 -0.063 -0.054 0
"844" 844 "1089" "477" "1047" 0 -0.0501 -0.0346 -0.0323 -0.0557 -0.0544 0
"845" 845 "1089" "457" "1045" 0 -0.0466 -0.0409 -0.0319 -0.063 -0.054 0
"846" 846 "1089" "1084" "1010" 0 0.0039 0.009 -0.0255 -0.0206 -0.0044 0
"847" 847 "1089" "451" "1045" 0 -0.0499 -0.0616 -0.0075 -0.0183 -0.0275 0
"848" 848 "1089" "464" "1046" 0 -0.0668 -0.0754 -0.0084 -0.0179 -0.0432 0
"849" 849 "1089" "472" "1047" 0 -0.0567 -0.0654 -0.0079 -0.0239 -0.0342 0
"850" 850 "1089" "1091" "1010" 0 -0.0122 -0.0138 0.0127 0.0329 0.0166 0
"851" 851 "1089" "448" "1044" 0 -0.0353 -0.0468 0.0012 0.0048 -0.0167 0
"852" 852 "1089" "461" "1046" 0 -0.0644 -0.0765 0.0016 0.0042 -0.0417 0
"853" 853 "466" "1088" "4610" 0 0.4147 0.4169 0.3136 0.3009 0.4048 0
"854" 854 "466" "1085" "4610" 0 0.1402 0.1338 0.0689 0.0887 0.1268 0
"855" 855 "466" "1088" "4610" 0 0.4147 0.4169 0.3136 0.3009 0.4048 0
"856" 856 "466" "465" "4646" 0 0.0569 0.0637 0.0457 0.0641 0.0843 0
"857" 857 "466" "1085" "4610" 0 0.1402 0.1338 0.0689 0.0887 0.1268 0
"858" 858 "466" "477" "4647" 0 -0.0108 0.001 -0.0449 -0.053 -0.034 0
"859" 859 "466" "1093" "4610" 0 -0.0295 -0.0234 -0.103 -0.0786 -0.0763 0
"860" 860 "466" "457" "4645" 0 -0.036 -0.033 -0.0503 -0.0641 -0.0682 0
"861" 861 "466" "1093" "4610" 0 -0.0295 -0.0234 -0.103 -0.0786 -0.0763 0
"862" 862 "466" "1084" "4610" 0 -0.0129 -0.0085 -0.0699 -0.0562 -0.0497 0
"863" 863 "466" "1093" "4610" 0 -0.0295 -0.0234 -0.103 -0.0786 -0.0763 0
"864" 864 "466" "477" "4647" 0 -0.0108 0.001 -0.0449 -0.053 -0.034 0
"865" 865 "466" "1084" "4610" 0 -0.0129 -0.0085 -0.0699 -0.0562 -0.0497 0
"866" 866 "466" "457" "4645" 0 -0.036 -0.033 -0.0503 -0.0641 -0.0682 0
"867" 867 "466" "477" "4647" 0 -0.0108 0.001 -0.0449 -0.053 -0.034 0
"868" 868 "466" "457" "4645" 0 -0.036 -0.033 -0.0503 -0.0641 -0.0682 0
"869" 869 "466" "1084" "4610" 0 -0.0129 -0.0085 -0.0699 -0.0562 -0.0497 0
"870" 870 "466" "451" "4645" 0 -0.0311 -0.0292 0.0164 0.03 -0.0094 0
"871" 871 "466" "464" "4646" 0 -0.0249 -0.025 -0.0011 0.0058 -0.0083 0
"872" 872 "466" "472" "4647" 0 -0.0447 -0.0462 -0.0155 -0.0186 -0.0297 0
"873" 873 "466" "1091" "4610" 0 -0.0409 -0.0521 -0.0153 -0.0234 -0.04 0
"874" 874 "466" "448" "4644" 0 -0.0237 -0.0197 -5e-04 6e-04 -0.006 0
"875" 875 "466" "461" "4646" 0 -0.0234 -0.0239 -0.0011 -0.002 0.0053 0
"876" 876 "1088" "1085" "1010" 0 0.1879 0.1832 0.1012 0.1174 0.1828 0
"877" 877 "1088" "1088" "1010" 0 1 1 1 0.8706 1 0
"878" 878 "1088" "465" "1046" 0 0.085 0.0897 0.0464 0.0589 0.1022 0
"879" 879 "1088" "1085" "1010" 0 0.1879 0.1832 0.1012 0.1174 0.1828 0
"880" 880 "1088" "477" "1047" 0 -0.0099 0.0074 -0.0523 -0.0545 -0.0293 0
"881" 881 "1088" "1093" "1010" 0 -0.0196 -0.0186 -0.102 -0.0759 -0.0689 0
"882" 882 "1088" "457" "1045" 0 -0.0336 -0.0266 -0.0585 -0.0666 -0.0648 0
"883" 883 "1088" "1093" "1010" 0 -0.0196 -0.0186 -0.102 -0.0759 -0.0689 0
"884" 884 "1088" "1084" "1010" 0 -0.025 -0.0202 -0.0817 -0.061 -0.0606 0
"885" 885 "1088" "1093" "1010" 0 -0.0196 -0.0186 -0.102 -0.0759 -0.0689 0
"886" 886 "1088" "477" "1047" 0 -0.0099 0.0074 -0.0523 -0.0545 -0.0293 0
"887" 887 "1088" "1084" "1010" 0 -0.025 -0.0202 -0.0817 -0.061 -0.0606 0
"888" 888 "1088" "457" "1045" 0 -0.0336 -0.0266 -0.0585 -0.0666 -0.0648 0
"889" 889 "1088" "477" "1047" 0 -0.0099 0.0074 -0.0523 -0.0545 -0.0293 0
"890" 890 "1088" "457" "1045" 0 -0.0336 -0.0266 -0.0585 -0.0666 -0.0648 0
"891" 891 "1088" "1084" "1010" 0 -0.025 -0.0202 -0.0817 -0.061 -0.0606 0
"892" 892 "1088" "451" "1045" 0 -0.0301 -0.0287 -0.0172 -0.0227 -0.0184 0
"893" 893 "1088" "464" "1046" 0 -0.018 -0.0218 -0.0122 -0.0103 -0.0084 0
"894" 894 "1088" "472" "1047" 0 -0.0384 -0.0356 -0.0213 -0.0205 -0.0269 0
"895" 895 "1088" "1091" "1010" 0 -0.0257 -0.0276 -0.0125 -0.0148 -0.0201 0
"896" 896 "1088" "448" "1044" 0 -0.0426 -0.0452 -0.0265 -0.0349 -0.0293 0
"897" 897 "1088" "461" "1046" 0 -0.0434 -0.0441 -0.0293 -0.03 -0.0231 0
"898" 898 "1085" "1088" "1010" 0 0.1879 0.1832 0.1012 0.1174 0.1828 0
"899" 899 "1085" "465" "1046" 0 0.1508 0.1556 0.5076 0.6913 0.1587 0
"900" 900 "1085" "1085" "1010" 0 1 1 1 1.4894 1 0
"901" 901 "1085" "477" "1047" 0 -0.0291 -0.0144 -0.0403 -0.065 -0.0502 0
"902" 902 "1085" "1093" "1010" 0 -0.044 -0.043 -0.0922 -0.0891 -0.0911 0
"903" 903 "1085" "457" "1045" 0 -0.05 -0.0515 -0.0404 -0.0693 -0.0833 0
"904" 904 "1085" "1093" "1010" 0 -0.044 -0.043 -0.0922 -0.0891 -0.0911 0
"905" 905 "1085" "1084" "1010" 0 -0.0239 -0.0202 -0.0603 -0.0619 -0.0541 0
"906" 906 "1085" "1093" "1010" 0 -0.044 -0.043 -0.0922 -0.0891 -0.0911 0
"907" 907 "1085" "477" "1047" 0 -0.0291 -0.0144 -0.0403 -0.065 -0.0502 0
"908" 908 "1085" "1084" "1010" 0 -0.0239 -0.0202 -0.0603 -0.0619 -0.0541 0
"909" 909 "1085" "457" "1045" 0 -0.05 -0.0515 -0.0404 -0.0693 -0.0833 0
"910" 910 "1085" "477" "1047" 0 -0.0291 -0.0144 -0.0403 -0.065 -0.0502 0
"911" 911 "1085" "457" "1045" 0 -0.05 -0.0515 -0.0404 -0.0693 -0.0833 0
"912" 912 "1085" "1084" "1010" 0 -0.0239 -0.0202 -0.0603 -0.0619 -0.0541 0
"913" 913 "1085" "451" "1045" 0 -4e-04 -0.0069 0.0035 0.0011 2e-04 0
"914" 914 "1085" "464" "1046" 0 -0.0054 -0.0117 -0.0033 -0.0041 -1e-04 0
"915" 915 "1085" "472" "1047" 0 -0.0329 -0.0404 -0.0134 -0.0268 -0.0308 0
"916" 916 "1085" "1091" "1010" 0 -0.0306 -0.0356 -0.0116 -0.0254 -0.0195 0
"917" 917 "1085" "448" "1044" 0 -0.0523 -0.0574 -0.0181 -0.0266 -0.043 0
"918" 918 "1085" "461" "1046" 0 -0.0683 -0.0733 -0.0276 -0.0439 -0.0598 0
"919" 919 "1088" "465" "1046" 0 0.085 0.0897 0.0464 0.0589 0.1022 0
"920" 920 "1088" "1085" "1010" 0 0.1879 0.1832 0.1012 0.1174 0.1828 0
"921" 921 "1088" "477" "1047" 0 -0.0099 0.0074 -0.0523 -0.0545 -0.0293 0
"922" 922 "1088" "1093" "1010" 0 -0.0196 -0.0186 -0.102 -0.0759 -0.0689 0
"923" 923 "1088" "457" "1045" 0 -0.0336 -0.0266 -0.0585 -0.0666 -0.0648 0
"924" 924 "1088" "1093" "1010" 0 -0.0196 -0.0186 -0.102 -0.0759 -0.0689 0
"925" 925 "1088" "1084" "1010" 0 -0.025 -0.0202 -0.0817 -0.061 -0.0606 0
"926" 926 "1088" "1093" "1010" 0 -0.0196 -0.0186 -0.102 -0.0759 -0.0689 0
"927" 927 "1088" "477" "1047" 0 -0.0099 0.0074 -0.0523 -0.0545 -0.0293 0
"928" 928 "1088" "1084" "1010" 0 -0.025 -0.0202 -0.0817 -0.061 -0.0606 0
"929" 929 "1088" "457" "1045" 0 -0.0336 -0.0266 -0.0585 -0.0666 -0.0648 0
"930" 930 "1088" "477" "1047" 0 -0.0099 0.0074 -0.0523 -0.0545 -0.0293 0
"931" 931 "1088" "457" "1045" 0 -0.0336 -0.0266 -0.0585 -0.0666 -0.0648 0
"932" 932 "1088" "1084" "1010" 0 -0.025 -0.0202 -0.0817 -0.061 -0.0606 0
"933" 933 "1088" "451" "1045" 0 -0.0301 -0.0287 -0.0172 -0.0227 -0.0184 0
"934" 934 "1088" "464" "1046" 0 -0.018 -0.0218 -0.0122 -0.0103 -0.0084 0
"935" 935 "1088" "472" "1047" 0 -0.0384 -0.0356 -0.0213 -0.0205 -0.0269 0
"936" 936 "1088" "1091" "1010" 0 -0.0257 -0.0276 -0.0125 -0.0148 -0.0201 0
"937" 937 "1088" "448" "1044" 0 -0.0426 -0.0452 -0.0265 -0.0349 -0.0293 0
"938" 938 "1088" "461" "1046" 0 -0.0434 -0.0441 -0.0293 -0.03 -0.0231 0
"939" 939 "465" "1085" "4610" 0 0.1508 0.1556 0.5076 0.6913 0.1587 0
"940" 940 "465" "477" "4647" 0 -0.0612 -0.042 -0.0368 -0.0604 -0.0713 0
"941" 941 "465" "1093" "4610" 0 -0.0659 -0.0585 -0.0882 -0.0853 -0.0895 0
"942" 942 "465" "457" "4645" 0 -0.0814 -0.076 -0.0397 -0.0741 -0.0876 0
"943" 943 "465" "1093" "4610" 0 -0.0659 -0.0585 -0.0882 -0.0853 -0.0895 0
"944" 944 "465" "1084" "4610" 0 -0.003 -0.0059 -0.0374 -0.0404 -0.0362 0
"945" 945 "465" "1093" "4610" 0 -0.0659 -0.0585 -0.0882 -0.0853 -0.0895 0
"946" 946 "465" "477" "4647" 0 -0.0612 -0.042 -0.0368 -0.0604 -0.0713 0
"947" 947 "465" "1084" "4610" 0 -0.003 -0.0059 -0.0374 -0.0404 -0.0362 0
"948" 948 "465" "457" "4645" 0 -0.0814 -0.076 -0.0397 -0.0741 -0.0876 0
"949" 949 "465" "477" "4647" 0 -0.0612 -0.042 -0.0368 -0.0604 -0.0713 0
"950" 950 "465" "457" "4645" 0 -0.0814 -0.076 -0.0397 -0.0741 -0.0876 0
"951" 951 "465" "1084" "4610" 0 -0.003 -0.0059 -0.0374 -0.0404 -0.0362 0
"952" 952 "465" "451" "4645" 0 0.0075 0.0095 0.0149 0.0418 0.0322 0
"953" 953 "465" "464" "4646" 0 -0.042 -0.0399 -0.0022 -5e-04 -0.0103 0
"954" 954 "465" "472" "4647" 0 -0.0822 -0.0839 -0.0175 -0.0436 -0.0501 0
"955" 955 "465" "1091" "4610" 0 -0.0172 -0.0128 0.0122 0.0331 0.0139 0
"956" 956 "465" "448" "4644" 0 -0.0325 -0.0393 0.0097 0.0194 -0.0049 0
"957" 957 "465" "461" "4646" 0 -0.0497 -0.0515 0.0013 0.0046 -0.0112 0
"958" 958 "1085" "477" "1047" 0 -0.0291 -0.0144 -0.0403 -0.065 -0.0502 0
"959" 959 "1085" "1093" "1010" 0 -0.044 -0.043 -0.0922 -0.0891 -0.0911 0
"960" 960 "1085" "457" "1045" 0 -0.05 -0.0515 -0.0404 -0.0693 -0.0833 0
"961" 961 "1085" "1093" "1010" 0 -0.044 -0.043 -0.0922 -0.0891 -0.0911 0
"962" 962 "1085" "1084" "1010" 0 -0.0239 -0.0202 -0.0603 -0.0619 -0.0541 0
"963" 963 "1085" "1093" "1010" 0 -0.044 -0.043 -0.0922 -0.0891 -0.0911 0
"964" 964 "1085" "477" "1047" 0 -0.0291 -0.0144 -0.0403 -0.065 -0.0502 0
"965" 965 "1085" "1084" "1010" 0 -0.0239 -0.0202 -0.0603 -0.0619 -0.0541 0
"966" 966 "1085" "457" "1045" 0 -0.05 -0.0515 -0.0404 -0.0693 -0.0833 0
"967" 967 "1085" "477" "1047" 0 -0.0291 -0.0144 -0.0403 -0.065 -0.0502 0
"968" 968 "1085" "457" "1045" 0 -0.05 -0.0515 -0.0404 -0.0693 -0.0833 0
"969" 969 "1085" "1084" "1010" 0 -0.0239 -0.0202 -0.0603 -0.0619 -0.0541 0
"970" 970 "1085" "451" "1045" 0 -4e-04 -0.0069 0.0035 0.0011 2e-04 0
"971" 971 "1085" "464" "1046" 0 -0.0054 -0.0117 -0.0033 -0.0041 -1e-04 0
"972" 972 "1085" "472" "1047" 0 -0.0329 -0.0404 -0.0134 -0.0268 -0.0308 0
"973" 973 "1085" "1091" "1010" 0 -0.0306 -0.0356 -0.0116 -0.0254 -0.0195 0
"974" 974 "1085" "448" "1044" 0 -0.0523 -0.0574 -0.0181 -0.0266 -0.043 0
"975" 975 "1085" "461" "1046" 0 -0.0683 -0.0733 -0.0276 -0.0439 -0.0598 0
"976" 976 "477" "1093" "4710" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"977" 977 "477" "457" "4745" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"978" 978 "477" "1093" "4710" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"979" 979 "477" "1084" "4710" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"980" 980 "477" "1093" "4710" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"981" 981 "477" "477" "4747" 0 1 1 1 1.2128 1 0
"982" 982 "477" "1084" "4710" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"983" 983 "477" "457" "4745" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"984" 984 "477" "477" "4747" 0 1 1 1 1.2128 1 0
"985" 985 "477" "457" "4745" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"986" 986 "477" "1084" "4710" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"987" 987 "477" "451" "4745" 0 -0.0446 -0.0356 0.48 0.5226 -0.0565 0
"988" 988 "477" "464" "4746" 0 -0.0463 -0.043 0.4616 0.5126 -0.0717 0
"989" 989 "477" "472" "4747" 0 -0.0366 -0.0218 0.4623 0.5258 -0.0422 0
"990" 990 "477" "1091" "4710" 0 -0.0307 -0.0218 0.4682 0.5322 -0.0446 0
"991" 991 "477" "448" "4744" 0 -0.0149 -0.0075 -0.0297 -0.0452 -0.0289 0
"992" 992 "477" "461" "4746" 0 -0.0118 -0.0069 -0.0265 -0.04 -0.0309 0
"993" 993 "1093" "457" "1045" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"994" 994 "1093" "1093" "1010" 0 1 1 1 0.5835 1 0
"995" 995 "1093" "1084" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"996" 996 "1093" "1093" "1010" 0 1 1 1 0.5835 1 0
"997" 997 "1093" "477" "1047" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"998" 998 "1093" "1084" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"999" 999 "1093" "457" "1045" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"1000" 1000 "1093" "477" "1047" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"1001" 1001 "1093" "457" "1045" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"1002" 1002 "1093" "1084" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"1003" 1003 "1093" "451" "1045" 0 -0.0488 -0.0388 -0.0701 -0.0646 -0.0675 0
"1004" 1004 "1093" "464" "1046" 0 -0.0603 -0.0585 -0.0806 -0.0812 -0.0851 0
"1005" 1005 "1093" "472" "1047" 0 -0.0158 -0.0117 -0.0564 -0.0549 -0.0394 0
"1006" 1006 "1093" "1091" "1010" 0 -0.0259 -0.0292 -0.0644 -0.0624 -0.0542 0
"1007" 1007 "1093" "448" "1044" 0 -0.0461 -0.0404 -0.0872 -0.0749 -0.0657 0
"1008" 1008 "1093" "461" "1046" 0 -0.0155 -0.0149 -0.0709 -0.0568 -0.0414 0
"1009" 1009 "457" "1093" "4510" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"1010" 1010 "457" "1084" "4510" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1011" 1011 "457" "1093" "4510" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"1012" 1012 "457" "477" "4547" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"1013" 1013 "457" "1084" "4510" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1014" 1014 "457" "457" "4545" 0 1 1 1 1.2295 1 0
"1015" 1015 "457" "477" "4547" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"1016" 1016 "457" "457" "4545" 0 1 1 1 1.2295 1 0
"1017" 1017 "457" "1084" "4510" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1018" 1018 "457" "451" "4545" 0 -0.0442 -0.0388 -0.0302 -0.0488 -0.0577 0
"1019" 1019 "457" "464" "4546" 0 -0.0489 -0.0441 -0.0297 -0.05 -0.0604 0
"1020" 1020 "457" "472" "4547" 0 -0.0391 -0.0223 -0.0264 -0.0416 -0.0391 0
"1021" 1021 "457" "1091" "4510" 0 -0.0254 -0.0218 -0.0272 -0.049 -0.0399 0
"1022" 1022 "457" "448" "4544" 0 -0.0431 -0.0473 -0.034 -0.0517 -0.0676 0
"1023" 1023 "457" "461" "4546" 0 -0.0341 -0.033 -0.031 -0.0431 -0.0488 0
"1024" 1024 "1093" "1084" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"1025" 1025 "1093" "1093" "1010" 0 1 1 1 0.5835 1 0
"1026" 1026 "1093" "477" "1047" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"1027" 1027 "1093" "1084" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"1028" 1028 "1093" "457" "1045" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"1029" 1029 "1093" "477" "1047" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"1030" 1030 "1093" "457" "1045" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"1031" 1031 "1093" "1084" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"1032" 1032 "1093" "451" "1045" 0 -0.0488 -0.0388 -0.0701 -0.0646 -0.0675 0
"1033" 1033 "1093" "464" "1046" 0 -0.0603 -0.0585 -0.0806 -0.0812 -0.0851 0
"1034" 1034 "1093" "472" "1047" 0 -0.0158 -0.0117 -0.0564 -0.0549 -0.0394 0
"1035" 1035 "1093" "1091" "1010" 0 -0.0259 -0.0292 -0.0644 -0.0624 -0.0542 0
"1036" 1036 "1093" "448" "1044" 0 -0.0461 -0.0404 -0.0872 -0.0749 -0.0657 0
"1037" 1037 "1093" "461" "1046" 0 -0.0155 -0.0149 -0.0709 -0.0568 -0.0414 0
"1038" 1038 "1084" "1093" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"1039" 1039 "1084" "477" "1047" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"1040" 1040 "1084" "1084" "1010" 0 1 1 1 0.618 1 0
"1041" 1041 "1084" "457" "1045" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1042" 1042 "1084" "477" "1047" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"1043" 1043 "1084" "457" "1045" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1044" 1044 "1084" "1084" "1010" 0 1 1 1 0.618 1 0
"1045" 1045 "1084" "451" "1045" 0 -0.0431 -0.0383 -0.0551 -0.052 -0.0612 0
"1046" 1046 "1084" "464" "1046" 0 -0.0584 -0.0553 -0.0611 -0.0618 -0.0705 0
"1047" 1047 "1084" "472" "1047" 0 -0.0702 -0.0606 -0.0693 -0.0597 -0.0725 0
"1048" 1048 "1084" "1091" "1010" 0 -0.043 -0.0361 -0.0535 -0.0498 -0.0527 0
"1049" 1049 "1084" "448" "1044" 0 -0.0328 -0.0361 -0.0586 -0.049 -0.0592 0
"1050" 1050 "1084" "461" "1046" 0 -0.0396 -0.0383 -0.0606 -0.0504 -0.0499 0
"1051" 1051 "1093" "477" "1047" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"1052" 1052 "1093" "1084" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"1053" 1053 "1093" "457" "1045" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"1054" 1054 "1093" "477" "1047" 0 0.4474 0.4689 0.1965 0.1709 0.4125 0
"1055" 1055 "1093" "457" "1045" 0 0.4173 0.4296 0.1777 0.159 0.3725 0
"1056" 1056 "1093" "1084" "1010" 0 0.4137 0.4328 0.2475 0.153 0.3727 0
"1057" 1057 "1093" "451" "1045" 0 -0.0488 -0.0388 -0.0701 -0.0646 -0.0675 0
"1058" 1058 "1093" "464" "1046" 0 -0.0603 -0.0585 -0.0806 -0.0812 -0.0851 0
"1059" 1059 "1093" "472" "1047" 0 -0.0158 -0.0117 -0.0564 -0.0549 -0.0394 0
"1060" 1060 "1093" "1091" "1010" 0 -0.0259 -0.0292 -0.0644 -0.0624 -0.0542 0
"1061" 1061 "1093" "448" "1044" 0 -0.0461 -0.0404 -0.0872 -0.0749 -0.0657 0
"1062" 1062 "1093" "461" "1046" 0 -0.0155 -0.0149 -0.0709 -0.0568 -0.0414 0
"1063" 1063 "477" "1084" "4710" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"1064" 1064 "477" "457" "4745" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"1065" 1065 "477" "477" "4747" 0 1 1 1 1.2128 1 0
"1066" 1066 "477" "457" "4745" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"1067" 1067 "477" "1084" "4710" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"1068" 1068 "477" "451" "4745" 0 -0.0446 -0.0356 0.48 0.5226 -0.0565 0
"1069" 1069 "477" "464" "4746" 0 -0.0463 -0.043 0.4616 0.5126 -0.0717 0
"1070" 1070 "477" "472" "4747" 0 -0.0366 -0.0218 0.4623 0.5258 -0.0422 0
"1071" 1071 "477" "1091" "4710" 0 -0.0307 -0.0218 0.4682 0.5322 -0.0446 0
"1072" 1072 "477" "448" "4744" 0 -0.0149 -0.0075 -0.0297 -0.0452 -0.0289 0
"1073" 1073 "477" "461" "4746" 0 -0.0118 -0.0069 -0.0265 -0.04 -0.0309 0
"1074" 1074 "1084" "457" "1045" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1075" 1075 "1084" "477" "1047" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"1076" 1076 "1084" "457" "1045" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1077" 1077 "1084" "1084" "1010" 0 1 1 1 0.618 1 0
"1078" 1078 "1084" "451" "1045" 0 -0.0431 -0.0383 -0.0551 -0.052 -0.0612 0
"1079" 1079 "1084" "464" "1046" 0 -0.0584 -0.0553 -0.0611 -0.0618 -0.0705 0
"1080" 1080 "1084" "472" "1047" 0 -0.0702 -0.0606 -0.0693 -0.0597 -0.0725 0
"1081" 1081 "1084" "1091" "1010" 0 -0.043 -0.0361 -0.0535 -0.0498 -0.0527 0
"1082" 1082 "1084" "448" "1044" 0 -0.0328 -0.0361 -0.0586 -0.049 -0.0592 0
"1083" 1083 "1084" "461" "1046" 0 -0.0396 -0.0383 -0.0606 -0.0504 -0.0499 0
"1084" 1084 "457" "477" "4547" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"1085" 1085 "457" "457" "4545" 0 1 1 1 1.2295 1 0
"1086" 1086 "457" "1084" "4510" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1087" 1087 "457" "451" "4545" 0 -0.0442 -0.0388 -0.0302 -0.0488 -0.0577 0
"1088" 1088 "457" "464" "4546" 0 -0.0489 -0.0441 -0.0297 -0.05 -0.0604 0
"1089" 1089 "457" "472" "4547" 0 -0.0391 -0.0223 -0.0264 -0.0416 -0.0391 0
"1090" 1090 "457" "1091" "4510" 0 -0.0254 -0.0218 -0.0272 -0.049 -0.0399 0
"1091" 1091 "457" "448" "4544" 0 -0.0431 -0.0473 -0.034 -0.0517 -0.0676 0
"1092" 1092 "457" "461" "4546" 0 -0.0341 -0.033 -0.031 -0.0431 -0.0488 0
"1093" 1093 "477" "457" "4745" 0 0.1933 0.2076 0.016 0.0226 0.1452 0
"1094" 1094 "477" "1084" "4710" 0 0.2145 0.2374 0.0414 0.0399 0.1646 0
"1095" 1095 "477" "451" "4745" 0 -0.0446 -0.0356 0.48 0.5226 -0.0565 0
"1096" 1096 "477" "464" "4746" 0 -0.0463 -0.043 0.4616 0.5126 -0.0717 0
"1097" 1097 "477" "472" "4747" 0 -0.0366 -0.0218 0.4623 0.5258 -0.0422 0
"1098" 1098 "477" "1091" "4710" 0 -0.0307 -0.0218 0.4682 0.5322 -0.0446 0
"1099" 1099 "477" "448" "4744" 0 -0.0149 -0.0075 -0.0297 -0.0452 -0.0289 0
"1100" 1100 "477" "461" "4746" 0 -0.0118 -0.0069 -0.0265 -0.04 -0.0309 0
"1101" 1101 "457" "1084" "4510" 0 0.2198 0.2236 0.0483 0.0446 0.164 0
"1102" 1102 "457" "451" "4545" 0 -0.0442 -0.0388 -0.0302 -0.0488 -0.0577 0
